2025,Waldemar Borges,50115,SDAAPP,4055,ELZZ,P667,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,GRAVATA,"A presente emenda no valor de R$ 30.050,00 (trinta mil e conquenta reais), será destinada a Associação Assentamento Santa Cruz do Município de Gravatá - CNPJ 24.957.072/0001-34, localizada na Zona rural de Gravatá- PE, para realizar serviços de melhoramento de estradas e assim escoar a produção local, dos agricultores familiares daquela localidade.",AGRICULTURA,APOIO À AGRICULTURA FAMILIAR,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,"Situação Atual: Faltando os seguintes documentos para celebração do termo de fomento: Estatuto;Cotações;CERT; Declaração de Contabilidade; Declaração do dirigente da entidade que não emprega menor;Certidão de Regularidade Fiscal perante a Fazenda Municipal;Plano de Trabalho; Comprovante de endereço da entidade; Abertura de Conta e extrato Zerado; comprovação de endereço do Tesoureiro; 
 Contato: Contato: Maria Araujo - assessora do Deputado - Gravatá - 99681-4750 - araujo.1001@hotmail.com - Pedro Bezerra - pedrobezerratabira@outlook.com
 HISTORICO:
 Posição em 24/02/2025 – Empenhado
 Posição em 10/02/2025 - Solicitação da documentação encaminhada para Assessora do Deputado Maria Araujo
 Posição em 17/03/2025 – Encaminhado email reiterando a solicitação da documentação 
 Posição em 31/03/2025 – Encaminhamento através do email, das documentação pendente 
 Posição em 10/04/2025 – Encaminhado e-mail reiterando a solicitação da documentação pendente
 Posição em 23/05/2025 - Encaminhado e-mail reiterando a solicitação da documentação
 Posição em 15/07/2025 – Encaminhado e-mail reiterando a solicitação da documentação
 Posição em 01/08/2025 – Email encaminhado informando das pendencias documentais",SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"30.050,00",-,-,"30.050,00","30.050,00",-,-,-,,2606408,35
2025,Rodrigo Farias,50116,IPA,3258,EM09,P617,EMENDAS REATIVADAS,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,GOIANA,"A presente emenda visa a aquisição de veículo tipo van ao Instituto Agronômico de Pernambuco - IPA, a fim de doação à Associação dos Moradores de Ponta de Pedras. CNPJ 00.741.931/0001-40",AGRICULTURA,AQUISIÇÃO VEÍCULO - AGRICULTURA,EM ANDAMENTO CONFORME RITO DE EXECUÇÃO DAS DESPESAS PÚBLICAS,Licitação,NÃO,-,-,"330.000,00",-,-,"330.000,00",-,-,-,-,,2606200,34
2025,Fabrízio Ferraz,50120,IPA,3258,ELZY,P618,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,FLORESTA,"Encaminho essa emenda para aquisição da sede da colonia de pescadores Z 29, CNPJ 07.196549/0001-42",AGRICULTURA,APOIO AO PEQUENO PRODUTOR,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,"Status atual da E.P: Não recebemos documentos, último prazo expirou em 22/08/25; Tratativas e andamentos: notificamos a entidade nas datas 14/07/25, 18/07/25, 13/08/25. Contato da OSC: pescacolonia954@gmail.com",SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"20.000,00",-,-,"20.000,00",-,-,-,-,,2605707,26
2025,Doriel Barros,50126,SDAAPP,4055,EM10,P669,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,PARANATAMA,"A presente emenda visa contribuir para a ampliação da infraestrutura hídrica no meio rural, sobretudo com a instalação de poços artesianos, através do STR de Paranatama, inscrito no CNPJ de nº 11.225.513/0001-17.",AGRICULTURA,PERFURAÇÃO DE POÇOS,DOCUMENTAÇÃO EM ANÁLISE CONFORME FLUXO PROCEDIMENTAL,"Situação Atual: CNPJ; Estatuto;COTAÇÕES;CERT; Declaração de Contabilidade; Declaração de Instalação;Declaração do dirigente da entidade de que não contratará; Declaração do dirigente da entidade informando se os dirigentes da entidade não ocupam cargo;Declaração do dirigente da entidade de que não serão remunerados;Declaração do dirigente da entidade que não emprega menor;Certidão de Regularidade Fiscal perante a Fazenda Municipal;Relação nominal atualizada dos dirigentes;Plano de Trabalho; Comprovante de endereço da entidade; Abertura de Conta e extrato Zerado;Documento e comprovação de endereço do Presidente e Tesoureiro; Declaração de não ocorrência
 Contato: Ana Celia Floriano - 81-99924-4575 - chefedegabinete@dorielbarros.com.br
 Histórico
 Posição em 24/02/2025 – Empenhado
 Posição em 17/02/2025 -Solicitação encaminhada através do email 
 Posição em 13/03/2025 – Encaminhado email reiterando a solicitação da documentação. Foram encaminhados algumas documentações sem o timbre do sindicato - essa docuentação não tem validade
 Posição em 09/04/2025 – Encaminhado e-mail reiterando a solicitação da documentação
 Posição em 22/05/2025 – Conforme informações de Ana Celia por telefone, irá ter modificação de beneficiário nessa emenda
 Posição em 28/07/2025 - Posição das emendas encaminhadas para Ana Celia - Assessora",NÃO,-,-,"71.050,00",-,-,"71.050,00","71.050,00",-,-,-,,2610301,12
2025,Waldemar Borges,50091,FES-PE,3126,ELZQ,P549,EMENDAS REATIVADAS,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,POCAO,"A presente emenda, no valor de R$ 100.000,00 (cem mil reais), será destinada a Prefeitura de Poção, para aquisição de materiais e insumos que serão utilizados nos atendimentos das Unidades Básicas de Saúde do Município de Poção - PE.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"100.000,00",-,-,"100.000,00","99.999,24","99.999,24","99.999,24","99.999,24",,2611200,35
2025,Doriel Barros,50129,SDAAPP,4145,EM11,P670,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JUCATI,"A presente emenda visa contribuir com o fortalecimento da Agricultura Familiar, da agroecologia e da produção orgânica por meio de atividades de formação realizadas pelo STR de Jucati, inscrito no CNPJ de Nº 07.586.751/0001-80.",AGRICULTURA,APOIO À AGRICULTURA FAMILIAR,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"50.000,00",-,-,"50.000,00","50.000,00","50.000,00","50.000,00","50.000,00",,2608255,12
2025,Joaquim Lira,50131,SEE,4532,EM07,P715,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"O Projeto objetiva ampliar a democratização do esporte e a participação das pessoas no desenvolvimento do lazer e do esporte pelo INSTITUTO BRASILEIRO ARTE E CULTURA - IBART, CNPJ nº 23.092.461/0001-37",DESPORTO E LAZER,AQUISIÇÃO DE EQUIPAMENTOS ESPORTIVOS,EM ANDAMENTO CONFORME RITO DE EXECUÇÃO DAS DESPESAS PÚBLICAS,"Considerando que a Secretaria de Educação já iniciou as orientações à instituição, daremos continuidade às tratativas internas. Assim, estamos estruturando a documentação necessária para solicitar o destaque orçamentário à Secretaria de Esportes",NÃO,-,-,"60.000,00",-,-,-,-,-,-,-,,2611606,28
2025,Abimael Santos,50096,FES-PE,3126,EM1H,P550,EMENDAS REATIVADAS,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,PALMARES,"A presente Emenda no valor de 391.100,00 (trezentos e noventa e um mil e cem reais) para ser aplicado no Fundo Municipal Saúde dos Palmares, CNPJ 00.562.279/0001-05, na aquisição de materiais de custeio para garantir a oferta de procedimentos de pequeno e média complexidade ambulatorial e hospitalar, com ampliação da oferta de atendimento médico/hospitalar aos pacientes do Sistema Único de Saúde - SUS.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"391.100,00",-,-,"391.100,00","371.443,35","371.443,35","371.443,35","371.443,35",,2610004,38
2025,Abimael Santos,50135,SEE,4532,EM1J,P716,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,TORITAMA,"A presente Emenda no valor de R$ 100.000,00 (cem mil reais), para ser aplicada na Associação Cultural Esportiva e Artes Marciais ACEAM, CNPJ 28.694.788/0001-00, destinada a aquisição kimonos, faixas, chinelos, esparadrapos, roupas de jiu jistsu sem kimono, tatames e reforma do espaço, com o objetivo de democratizar e interiorizar a prática de esportes como meio de inclusão social. Bem como, prevenir, reduzir a violência e a criminalidade nas áreas mais carentes do município de Toritama, tirando o foco dos jovens para uma possível vulnerabilidade social, contribuindo com a campanha de combate às drogas. Além de todos os benefícios para a mente e o corpo, as artes marciais oferecem também um grande aprendizado moral. Princípios como honra, coragem, solidariedade e justiça fazem parte dos ensinamentos, ajudando a formar o caráter dos praticantes, principalmente no caso de crianças e adolescentes. A prática de artes marciais contribui para o condicionamento físico, como a flexibilidade, a respiração, a postura e a coordenação motora.",DESPORTO E LAZER,AQUISIÇÃO DE EQUIPAMENTOS ESPORTIVOS,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,"TODA INSTRUÇÃO ENCAMINHADA À ENTIDADE.
 AGUARDANDO ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS E O PLANO DE TRABALHO.",SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"100.000,00",-,-,-,-,-,-,-,,2615409,38
2025,Dani Portela,50107,FES-PE,4217,ELYF,P551,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"Realizar ações de atenção primária à saúde, em consonância com a PNAB, articulando com os demais pontos da rede do Recife para promoção à saúde das pessoas em situação de rua no município. A ser executada por: Grupo de Trabalhos em Prevenção Posithivo - GTP+ (CNPJ: 05.087.086/0001-55).",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,Aguardando demais documentações solicitadas no email,SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"168.000,00",-,-,"168.000,00",-,-,-,-,,2611606,43
2025,Rodrigo Farias,50138,IPA,4074,EM0A,P619,EMENDAS REATIVADAS,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,SURUBIM,"A presente emenda visa a aquisição de retroescavadeira ao Instituto Agronômico de Pernambuco - IPA, a fim de doação a Associação dos Moradores da Comunidade da Gameleira",AGRICULTURA,UTILIZAÇÃO DE HORAS/MÁQUINA - AGRICULTURA,EM ANDAMENTO CONFORME RITO DE EXECUÇÃO DAS DESPESAS PÚBLICAS,Licitação,NÃO,-,-,"450.000,00",-,-,"450.000,00",-,-,-,-,,2614501,34
2025,Claudiano Martins Filho,50142,FEAS,4050,EM0H,P806,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,ILHA DE ITAMARACA,"A presente emenda destina-se ao Instituto Brasileiro de Arte e Cultura - IBART, CNPJ 23.092.461/0001-37 para realização de consutas oftalmologicas e doação de óculos para pessoas em situação de risco e vulnerabilidade e risco social.",ASSISTÊNCIA SOCIAL,APOIO À POPULAÇÃO VULNERÁVEL,DOCUMENTAÇÃO EM ANÁLISE CONFORME FLUXO PROCEDIMENTAL,DOCUMENTAÇÃO EM ANÁLISE CONFORME FLUXO PROCEDIMENTAL,NÃO,-,-,"150.000,00",-,-,-,-,-,-,-,,2607604,19
2025,Rosa Amorim,50127,FES-PE,4611,EM1D,P552,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"Emenda destinada ao HOSPITAL DO TRICENTENARIO-MESTRE VITALINO CNPJ 10.583.920/0008-00, a fim de manter seus serviços prestados à população Caruaruense na oferta de procedimento de média e alta complexidade.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"100.000,00",-,-,"100.000,00","99.997,50","99.997,50","99.997,50","99.997,50",,2604106,41
2025,Jeferson Timóteo,60002,SEMAS,4609,EM35,P851,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CABO DE SANTO AGOSTINHO,"O recurso de R$ 100.000,00 (cem mil reais) será destinado ao Instituto Quem Ama Castra os Animais, CNPJ nº 43.725.844/0002-93, para custear consultas, exames e procedimentos veterinários a serem realizados no Município do Cabo de Santo Agostinho.",GESTÃO AMBIENTAL,APOIO À POLÍTICA DE DEFESA ANIMAL,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"100.000,00",-,-,"100.000,00","100.000,00","100.000,00","100.000,00","100.000,00",,2602902,23
2025,Delegada Gleide Ângelo,50133,FES-PE,4553,ELZ1,P553,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda tem por finalidade aquisição 01 motor cirúrgico para o SANTA CASA DE MISERICÓRDIA DO RECIFE, CNPJ nº 10.869.782/0001-53, com vistas a ampliação dos serviços já oferecidos pela unidade de Santo Amaro.",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"80.000,00",-,-,"80.000,00","80.000,00","80.000,00","80.000,00","80.000,00",,2611606,3
2025,Delegada Gleide Ângelo,50136,FES-PE,4553,ELZ2,P554,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda tem por finalidade a aquisição de bens permanentes para a realização de atividade de saúde integrativa e de bem estar para a população em situação de vulnerabilidade social do município de Recife por meio da instituição MOVIMENTO SOCIAL E CULTURAL CORES DO AMANHÃ, CNPJ nº 13.449.687/0001-99",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"40.000,00",-,-,"40.000,00","40.000,00","40.000,00","40.000,00","40.000,00",,2611606,3
2025,João de Nadegi,50147,FES-PE,4611,ELYU,P555,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,PANELAS,"DESTINAÇÃO DE EMENDA PARA CUSTAR E MANTER PROCEDIMENTOS PARA A POPULAÇÃO, ATRAVÉS DA CAFP - CENTRO DE APOIO AS FAMILIAS PANELENSES, INSCRITA SOB O CNPJ 26.623.357/0001-10, NO MUNICIPIO DE PANELAS-PE.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,Aguardando demais documentações solicitadas no email,SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"50.000,00",-,-,"50.000,00",-,-,-,-,,2610202,46
2025,Gilmar Júnior,60016,UPE,4734,EM2Q,P863,EMENDAS REATIVADAS,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,RECIFE,AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PARA IMPLANTAÇÃO DA SALA DE SIMULAÇÃO REALÍSTICA DA FACULDADE DE ENFERMAGEM NOSSA SENHORA DAS GRAÇAS- FENSG/UPE.,EDUCAÇÃO,APOIO À UNID. DE ENSINO,EM ANDAMENTO CONFORME RITO DE EXECUÇÃO DAS DESPESAS PÚBLICAS,"FENSG A aquisição dos equipamentos já foi realizada. Atualmente, estamos na fase de recebimento desses equipamentos, a fim de proceder com a liquidação dos itens empenhados. O saldo remanescente, referente aos itens que restaram desertos no processo licitatório, será adquirido por meio de compra direta",NÃO,-,-,"100.000,00",-,-,"100.000,00","100.000,00","45.594,00","45.594,00","45.594,00",,2611606,8
2025,Sileno Guedes,60019,SEE,4532,EM47,P717,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,GOIANA,"A presente emenda tem por objetivo a destinação de recursos para incentivar a prática esportiva para jovens e adultos, e realização de Campeonatos de Futebol e Futmesa, através da Associação Gente da Gente, CNPJ 12.297.896/0001-00.",DESPORTO E LAZER,APOIO À POLÍTICA DE CRIANÇA/ADOLESCENTE,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,"Considerando que a Secretaria de Educação já iniciou as orientações à instituição, daremos continuidade às tratativas internas. Assim, estamos estruturando a documentação necessária para solicitar o destaque orçamentário à Secretaria de Esportes",SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"80.000,00",-,-,-,-,-,-,-,,2606200,39
2025,Henrique Queiroz Filho,60008,FES-PE,4553,EM2R,P556,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,VITORIA DE SANTO ANTAO,Aquisição de veiculo destinado ao Centro Social de Vitória de Santo Antão CNPJ 11.868.635/0001-21 para atender aos pacientes que fazem tratamento fora domicilio TFD.,SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,Não entregou nenhuma documentação,SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"390.000,00",-,-,"390.000,00",-,-,-,-,,2616407,36
2025,Antônio Moraes,60023,SDS,4382,EM2D,P785,EMENDAS REATIVADAS,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,Recife,REEQUIPAGEM DO RPMon - Regimento de Polícia Montada da PMPE,SEGURANÇA PÚBLICA,AQUISIÇÃO DE EQUIPAMENTOS - SEGURANÇA,EM ANDAMENTO CONFORME RITO DE EXECUÇÃO DAS DESPESAS PÚBLICAS,"3900035851.000084/2024-11 - 02 SEMIRREBOQUES - EM RECEBIMENTO
 3900035851.000169/2024-07 - 02 AR CONDICIONADOS - PAGO
 3900035851.000112/2023-19 - MATERIAS DE FERRAGEAMENTO - PAGO",NÃO,-,-,"100.000,00",-,-,"100.000,00","94.339,24","54.339,24","54.339,24","54.339,24",,2611606,18
2025,Henrique Queiroz Filho,60030,SCJ,4541,EM30,P877,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,LIMOEIRO,"Emenda destinada ao Instituto Padre Luis Cecchin de CNPJ: CNPJ 10.506.731/0001-67, onde será adquirido um veículo para melhor atender à população da cidade de Limoeiro.",ASSISTÊNCIA SOCIAL,APOIO À POPULAÇÃO VULNERÁVEL,DOCUMENTAÇÃO EM ANÁLISE CONFORME FLUXO PROCEDIMENTAL,Previsto para conclusão até 30.09.2025,NÃO,-,-,"100.000,00",-,-,-,-,-,-,-,,2608909,36
2025,Henrique Queiroz Filho,60013,FES-PE,2630,EM2W,P382,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,VITORIA DE SANTO ANTAO,Aquisição de uma ambulância para atender ao Centro Social de Vitória de Santo Antão CNPJ 11.868.635/0001-21,SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,Não entregou nenhuma documentação,SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"160.000,00",-,-,"160.000,00",-,-,-,-,,2616407,36
2025,Henrique Queiroz Filho,60014,FES-PE,2630,EM2X,P383,EMENDAS REATIVADAS,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,GAMELEIRA,Aquisição de dois veiculos para atendimento da população.,SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,PENDÊNCIA DE ANÁLISE TÉCNICA,Em tramitação nos setores técnicos da SES,NÃO,-,-,"180.000,00",-,-,"180.000,00",-,-,-,-,,2605905,36
2025,Rodrigo Farias,60037,SEE,4749,EM3Q,P718,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,Aquisição de Van. Centro Educacional Social e Cultural. CNPJ 12.585.329/0001-40,EDUCAÇÃO,AQUISIÇÃO VEÍCULOS - EDUCAÇÃO,EM PROCESSAMENTO DE PAGAMENTO,2025PD098912 - Aguardando OB.,NÃO,-,-,"300.000,00",-,-,"300.000,00","280.276,00","280.276,00",-,-,,2611606,34
2025,Sileno Guedes,60021,FES-PE,4553,EM48,P557,EMENDAS REATIVADAS,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,RECIFE,"A presente emenda tem por objetivo a destinação de recursos voltados à aquisição de incubadoras neonatal, para a equipagem do Hospital Barão de Lucena, CNPJ 10.572.048/0006-32",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,PENDÊNCIA DE ANÁLISE TÉCNICA,Aguardando Empenho pelo Hospital,NÃO,-,-,"100.000,00",-,-,"100.000,00",-,-,-,-,,2611606,39
2025,Henrique Queiroz Filho,60034,FES-PE,4553,EM31,P558,EMENDAS REATIVADAS,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,BUENOS AIRES,A emenda é destinada à reestruturação física e equipagem das unidades de saúde do municipio.,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,Aguardando demais documentações solicitadas no email,SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"200.000,00",-,-,"200.000,00",-,-,-,-,,2602704,36
2025,Renato Antunes,60046,SDS,4223,EM3P,P786,EMENDAS REATIVADAS,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,RECIFE,"Aquisição de equipamentos para o 4º BPM BATALHÃO BARRETO DE MENEZES - PMPE, inscrito sob o CNPJ: 11.433.190/0034-15.",SEGURANÇA PÚBLICA,AQUISIÇÃO DE EQUIPAMENTOS - SEGURANÇA,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"60.964,60",-,-,"60.964,60","36.487,31","23.957,67","23.957,67","23.957,67",,2611606,30
2025,Dani Portela,60052,FUNDARPE,4413,EM2E,P820,EMENDAS REATIVADAS,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,Aquisição de material de armarinho para manutenção e confecção de novas vestimentas e adereços. A ser executada por: MARACATU DE BAQUE SOLTO ÁGUIA DE OURO DE CASA AMARELA (CNPJ: 21.146.007/0001-96).,CULTURA,APOIO/MELHORIA PARA ATIVIDADES CULTURAIS,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,Até o momento não recebemos o Plano de trabalho com cotações e mapa de preços.,SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"20.000,00",-,-,-,-,-,-,-,,2611606,43
2025,Rodrigo Farias,60053,SECULT,1718,EM3S,P897,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,ampliação do acesso as crianças e adolescentes através do empoderamento e reconhecimento da sua identidade cultural pelo viés da cultura ancestral e da arte utilizando como ferramenta o maracatu não Erê. CNPJ 24.566.358/0001-44,CULTURA,APOIO/MELHORIA PARA ATIVIDADES CULTURAIS,EM ANDAMENTO CONFORME RITO DE EXECUÇÃO DAS DESPESAS PÚBLICAS,Aguardando liberação por parte da SEFAZ. O ofício solicitando autorização de programação financeira foi enviado em 21/05/2025.,NÃO,-,-,"50.000,00",-,-,-,-,-,-,-,,2611606,34
2025,Dannilo Godoy,60035,FES-PE,4553,EM2I,P559,EMENDAS REATIVADAS,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,BOM CONSELHO,"Promover o município de Bom Conselho, ofertando ampliação e melhoria na qualidade dos atendimentos por meio de compras de equipamentos para unidade de saúde.",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,PENDÊNCIA DE DOCUMENTAÇÃO PELA ENTIDADE/MUNICÍPIO,Aguardando demais documentações solicitadas no email,SIM,-,PARLAMENTAR ENTRAR EM CONTATO COM A ENTIDADE/MUNICÍPIO PARA ENVIO DAS DOCUMENTAÇÕES NECESSÁRIAS,"300.000,00",-,-,"300.000,00",-,-,-,-,,2602100,16
2025,João Paulo,60073,SECTI,2514,EM3A,P911,EMENDAS REATIVADAS,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,OLINDA,"Prover formação com a temática da inclusão digital e a desmistificação da tecnologia, utilizando tecnologias ágeis, acessíveis e de código aberto, direcionada a jovens e adultos de baixa renda e estudantes da rede pública de ensino. Este projeto busca oferecer plataformas abertas através de ambientes de inovação e introduções simples à programação das tecnologias e linguagens mais demandadas pelo mercado atual. A fabricação digital, a cultura maker e a robótica serão empregadas como ferramentas de ensino, proporcionando aos participantes conhecimentos atualizados sobre o mercado tecnológico e as oportunidades futuras para impulsionar o desenvolvimento econômico e social sustentável, fomentando novas oportunidades para a economia e a sociedade pernambucana por meio de OCCA-OLINDA CREATIVE COMMUNITY ACTION, CNPJ 43.069.929/0001-80",COMÉRCIO E SERVIÇOS,DIVULGAÇÃO CIENTÍFICA,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"60.000,00",-,-,"60.000,00","60.000,00","60.000,00","60.000,00","60.000,00",,2609600,7
2025,Rodrigo Farias,60039,FES-PE,3126,EM3R,P561,EMENDAS REATIVADAS,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,BOM JARDIM,Aquisição de Medicamento e Insumos Farmacêuticos para o Fundo Municipal de Saúde de Bom Jardim. CNPJ 10.589.928/0001-07,SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,CONCLUÍDA,CONCLUÍDA,NÃO,-,-,"526.100,00",-,-,"526.100,00","526.100,00","526.100,00","526.100,00","526.100,00",,2602209,34
